"Country or Area";"Year";"Area";"Type of household";"Sex of reference person";"Marital status of reference person";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Germany";"2011";"Total";"Non-nuclear household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"765";""
"Germany";"2011";"Total";"Non-nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"911468";""
"Germany";"2011";"Total";"Non-nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"364655";""
"Germany";"2011";"Total";"Non-nuclear household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"429379";""
"Germany";"2011";"Total";"Non-nuclear household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"18682";""
"Germany";"2011";"Total";"Non-nuclear household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"98204";""
"Germany";"2011";"Total";"Non-nuclear household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"548";""
"Germany";"2011";"Total";"Non-nuclear household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"419941";""
"Germany";"2011";"Total";"Non-nuclear household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"230831";""
"Germany";"2011";"Total";"Non-nuclear household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"33954";""
"Germany";"2011";"Total";"Non-nuclear household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"68557";""
"Germany";"2011";"Total";"Non-nuclear household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"86382";""
"Germany";"2011";"Total";"Non-nuclear household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"217";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"484484";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"41144";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"390817";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"11983";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"30599";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"95";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"435909";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"32079";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"381961";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"4601";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"17192";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"76";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"38729";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"9065";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"8856";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"7382";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"13407";""
"Germany";"2011";"Total";"Two or more familiy nuclei";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"19";""
"Germany";"2011";"Total";"Other";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"876581";""
"Germany";"2011";"Total";"Other";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"554342";""
"Germany";"2011";"Total";"Other";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"72516";""
"Germany";"2011";"Total";"Other";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"75256";""
"Germany";"2011";"Total";"Other";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"153987";""
"Germany";"2011";"Total";"Other";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"670";""
"Germany";"2011";"Total";"Other";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"475559";""
"Germany";"2011";"Total";"Other";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"332576";""
"Germany";"2011";"Total";"Other";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"47418";""
"Germany";"2011";"Total";"Other";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"14081";""
"Germany";"2011";"Total";"Other";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"81012";""
"Germany";"2011";"Total";"Other";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"472";""
"Germany";"2011";"Total";"Other";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"381212";""
"Germany";"2011";"Total";"Other";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"221766";""
"Germany";"2011";"Total";"Other";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"25098";""
"Germany";"2011";"Total";"Other";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"61175";""
"Germany";"2011";"Total";"Other";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"72975";""
"Germany";"2011";"Total";"Other";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"198";""
"Ghana";"2010";"Total";"Total";"Total";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"5467136";""
"Ghana";"2010";"Total";"Total";"Total";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"778393";""
"Ghana";"2010";"Total";"Total";"Total";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"3614204";""
"Ghana";"2010";"Total";"Total";"Total";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"512373";""
"Ghana";"2010";"Total";"Total";"Total";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"378050";""
"Ghana";"2010";"Total";"Total";"Total";"Married but separated";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"184116";""
"Ghana";"2010";"Total";"Total";"Total";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"0";""
"Ghana";"2010";"Total";"Total";"Male";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"3571820";""
"Ghana";"2010";"Total";"Total";"Male";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"520072";""
"Ghana";"2010";"Total";"Total";"Male";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"2797610";""
"Ghana";"2010";"Total";"Total";"Male";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"71414";""
"Ghana";"2010";"Total";"Total";"Male";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"116395";""
"Ghana";"2010";"Total";"Total";"Male";"Married but separated";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"66329";""
"Ghana";"2010";"Total";"Total";"Male";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"0";""
"Ghana";"2010";"Total";"Total";"Female";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"1895316";""
"Ghana";"2010";"Total";"Total";"Female";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"258321";""
"Ghana";"2010";"Total";"Total";"Female";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"816594";""
"Ghana";"2010";"Total";"Total";"Female";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"440959";""
"Ghana";"2010";"Total";"Total";"Female";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"261655";""
"Ghana";"2010";"Total";"Total";"Female";"Married but separated";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"117787";""
"Ghana";"2010";"Total";"Total";"Female";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"0";""
"Ghana";"2010";"Total";"One-person household";"Total";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"960700";""
"Ghana";"2010";"Total";"One-person household";"Total";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"432451";""
"Ghana";"2010";"Total";"One-person household";"Total";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"271681";""
"Ghana";"2010";"Total";"One-person household";"Total";"Widowed and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"92465";""
"Ghana";"2010";"Total";"One-person household";"Total";"Divorced and not remarried";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"110639";""
"Ghana";"2010";"Total";"One-person household";"Total";"Married but separated";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"53464";""
"Ghana";"2010";"Total";"One-person household";"Total";"Unknown";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"0";""
"Ghana";"2010";"Total";"One-person household";"Male";"Total";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"649833";""
"Ghana";"2010";"Total";"One-person household";"Male";"Single (never married)";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"319222";""
"Ghana";"2010";"Total";"One-person household";"Male";"Married";"Census - de facto - complete tabulation";"Final figure, complete";"2013";"207964";""
